"","Article.Title","Key.Author","Date.Published","News.Outlet","Preview","Link","All.Authors"
"110","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","gastongazette","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.gastongazette.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"111","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","newbernsj","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.newbernsj.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"112","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","fayobserver","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.fayobserver.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"113","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","thetimesnews","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.thetimesnews.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"114","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","jdnews","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.jdnews.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"115","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","starnews","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.starnewsonline.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"116","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","courier-tribune","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.courier-tribune.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"117","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","kinston","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.kinston.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"118","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","independentmail","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.independentmail.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"119","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","savannahmorningnews","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.savannahnow.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"120","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","onlineathens","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.onlineathens.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"121","
        
            Rising Tides: A million acres of ‘priceless’ marshes protect NC, SC, GA. Will they perish?
        
    ","Adam Wagner","2021-12-20","blufftontoday","CHARLESTON, S.C. — Fins surfaced in the tidal creek, drawing Matt Wright’s attention away from the boat in the growing dusk. The 48-year-old Illinois resident was on his first tour of a salt marsh when dolphins appeared around the vessel, gently swimming through the estuary as shadows advanced across the tideland. Brilliant green spartina grass stood in the marsh mud, contrasting sharply with the dark water. The red-orange sun sank lower on the horizon, refracting light through the tall grass.","<a href='https://www.blufftontoday.com/story/news/2021/12/20/nc-sc-ga-marsh-erosion-rising-tides-climate-change/6422958001/' target=""_blank"">Link to Article</a>","
    By Sammy Fretwell
        
            
    Verified


        
    , Adam Wagner
        
            
    Verified


        
    , Anita Lee
        
    
"
"122","
        
            By end of 2023, Duke Energy plans to build EV charging stations along NC interstates
        
    ","Adam Wagner","2021-12-17","thestate","Building out charging infrastructure is seen as key to the adoption of electric vehicles. Here, former Charlotte Mayor Anthony Foxx demonstrated the use of an electric charging station with one of Charlotte’s electric cars on display at the Charlotte-Mecklenburg Government Center.","<a href='https://www.thestate.com/news/state/north-carolina/article256620576.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"123","
        
            By end of 2023, Duke Energy plans to build EV charging stations along NC interstates
        
    ","Adam Wagner","2021-12-17","charlotteobserver","Building out charging infrastructure is seen as key to the adoption of electric vehicles. Here, former Charlotte Mayor Anthony Foxx demonstrated the use of an electric charging station with one of Charlotte’s electric cars on display at the Charlotte-Mecklenburg Government Center.","<a href='https://www.charlotteobserver.com/news/business/article256620576.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"124","
        
            By end of 2023, Duke Energy plans to build EV charging stations along NC interstates
        
    ","Adam Wagner","2021-12-17","raleighno","Building out charging infrastructure is seen as key to the adoption of electric vehicles. Here, former Charlotte Mayor Anthony Foxx demonstrated the use of an electric charging station with one of Charlotte’s electric cars on display at the Charlotte-Mecklenburg Government Center.","<a href='https://www.newsobserver.com/news/business/article256620576.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"125","
        
            North Carolina hasn't tested for lead in schools' drinking water. Until now.
        
    ","Adam Wagner","2021-12-13","news-record","North Carolina hasn't tested for lead in schools' drinking water. Until now.                                   RALEIGH — Public schools in North Carolina could begin testing taps and drinking water fountains for lead concentrations early next year, using funds included in the recently signed state budget.","<a href='https://greensboro.com/news/state-and-regional/north-carolina-hasnt-tested-for-lead-in-schools-drinking-water-until-now/article_29e6990c-5c28-11ec-899d-db55df19d283.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"126","
        
            Long a problem, North Carolina finally tests for lead in school drinking water
        
    ","Adam Wagner","2021-12-13","news-record","Long a problem, North Carolina finally tests for lead in school drinking water                                RALEIGH — Public schools in North Carolina could begin testing taps and drinking water fountains for lead concentrations early next year, using funds included in the recently signed state budget.","<a href='https://greensboro.com/news/state-and-regional/long-a-problem-north-carolina-finally-tests-for-lead-in-school-drinking-water/article_29e6990c-5c28-11ec-899d-db55df19d283.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"127","
        
            Businesses, Republicans help shape NC renewable energy policy | Raleigh News & Observer
        
    ","Adam Wagner","2021-12-12","raleighno","The Clean Energy Champions event, held virtually on Tuesday, honored work businesses and GOP legislators did this year to advance renewable energy in North Carolina. Here, solar panels are shown on the roof of 750 Martin Luther King Jr. Blvd. in Chapel Hill.      Town of Chapel Hill    Contributed        Access to energy from renewable sources like solar is an important part of North Carolina’s economic development, business leaders and legislators said at a clean energy event.","<a href='https://www.newsobserver.com/news/business/article256402301.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"128","
        
            Environmentalists challenge Robeson County LNG pipeline | Raleigh News & Observer
        
    ","Adam Wagner","2021-12-11","raleighno","Lumbee member Donna Chavis of the Redtailed Hawk Collective and Friends of the Earth speaks outside the Executive Mansion in Raleigh on Friday, Nov. 19, 2021, during a protest about the climate emergency. Seventeen groups around the state gathered to protest Duke Energy’s plans to build 50 gas-burning power units.","<a href='https://www.newsobserver.com/news/politics-government/article256454901.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"129","
        
            North Carolina will test for lead in schools' water
        
    ","Adam Wagner","2021-12-10","hpenews","Public schools in North Carolina could begin testing taps and drinking water fountains for lead concentrations early next year, using funds included in the recently signed state budget. The budget allocates $32.8 million from the American Rescue Act to the N.C. Department of Health and Human Services to work with the N.C. Department of Public Instruction to set up a lead testing program for every tap and water fountain in schools across the state.","<a href='https://www.hpenews.com/news/north-carolina-will-test-for-lead-in-schools-water/article_f7c4b3f4-2d37-5167-873a-d4e85f044135.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"130","
        
            NC to test, treat lead in schools’ water fountains and taps | Raleigh News & Observer
        
    ","Adam Wagner","2021-12-10","raleighno","North Carolina’s state budget allocates $32.8 million to test for and remediate lead in drinking water at schools and childcare centers. This picture shows a water fountain in a Charlotte high school cafeteria that had an extremely high level of lead when it was tested in 2018.      File photo        Public schools in North Carolina could begin testing taps and drinking water fountains for lead concentrations early next year, using funds included in the recently signed state budget.","<a href='https://www.newsobserver.com/news/politics-government/article256385097.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"131","
        
            NC Governor Cooper vetoes GOP bill to block natural gas bans | Raleigh News & Observer
        
    ","Adam Wagner","2021-12-09","raleighno","Gov. Roy Cooper vetoed a bill that would prevent local governments from banning natural gas in new construction and renovations.      Julia Wall    jwall@newsobserver.com        Gov. Roy Cooper vetoed a bill Thursday that would have prevented local governments from banning natural gas in new construction and limited public information about drinking water.","<a href='https://www.newsobserver.com/news/politics-government/article256429936.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"132","
        
            Duke Energy strikes fee agreement with NC solar industry | Raleigh News & Observer
        
    ","Adam Wagner","2021-12-03","raleighno","Duke Energy and energy advocates have reached an agreement creating a new incentive for rooftop solar and setting rates on how much the utility will credit customers who generate solar energy from their rooftops. Here, 216 solar panels are shown on the roof of Clare Fellowship Hall at St. Francis of Assisi church in North Carolina.","<a href='https://www.newsobserver.com/news/business/article256221662.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"133","
        
            NC drought, lack of rain mean higher risk from forest fires | Raleigh News & Observer
        
    ","Adam Wagner","2021-12-02","raleighno","North Carolina experienced one of its driest Novembers on record, according to the N.C. State Climate Office, leading to conditions that could lead to the rapid spread of wildfires. This picture shows the Grindstone Fire that has burned more than 1,000 acres on and around Pilot Mountain.","<a href='https://www.newsobserver.com/news/state/north-carolina/article256282092.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"134","
        
            NC legislators approve bill stopping local natural gas bans | Raleigh News & Observer
        
    ","Adam Wagner","2021-11-29","raleighno","The N.C. General Assembly voted Monday in favor of legislation preventing local governments from banning natural gas in new construction or renovations. The legislation is similar to bills that have passed in at least 20 states, according to the Natural Resources Defense Council.","<a href='https://www.newsobserver.com/news/politics-government/article256206242.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"135","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","islandpacket","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.islandpacket.com/news/state/north-carolina/article256061522.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"136","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","thestate","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.thestate.com/news/state/north-carolina/article256061522.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"137","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","myrtlebeachonline","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.myrtlebeachonline.com/news/state/north-carolina/article256061522.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"138","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","heraldonline","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.heraldonline.com/news/state/north-carolina/article256061522.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"139","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","theheraldsun","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.heraldsun.com/news/politics-government/article256061522.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"140","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","charlotteobserver","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.charlotteobserver.com/news/politics-government/article256061522.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"141","
        
            Greensboro agrees to curb industrial discharges of likely carcinogen into Haw River
        
    ","Adam Wagner","2021-11-24","raleighno","The N.C. Environmental Management Commission has approved a revised settlement outlining how the City of Greensboro should search for 1,4-dioxane contamination in its wastewater system. Here, Duke researchers Amy Yoon and George Tait are shown collecting water samples in the river in July 2019.","<a href='https://www.newsobserver.com/news/politics-government/article256061522.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"142","
        
            Environmental groups want NC to declare a climate emergency | Raleigh News & Observer
        
    ","Adam Wagner","2021-11-19","raleighno","A coalition of 17 energy advocacy groups gathered Friday near North Carolina’s Executive Mansion to call on Gov. Roy Cooper to become the first U.S. governor to declare a climate emergency, a step they said could be used to prevent Duke Energy from building new natural gas plants.  Led by NC WARN, the groups called on Cooper to use powers granted to him by the N.C. Emergency Management Act.","<a href='https://www.newsobserver.com/news/politics-government/article255954072.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"143","
        
            After years of suffering the brunt of storms, North Carolina gets serious
        
    ","Adam Wagner","2021-11-18","news-record","The state budget that Gov. Roy Cooper plans to sign could offer North Carolina officials an opportunity to start focusing on how to prevent the next flooding disaster instead of spending all of their efforts on repairing damages from the last one, according to environmental groups who have reviewed the document. Since 2016, the state has suffered widespread damage from Hurricanes Matthew and Florence.","<a href='https://greensboro.com/news/state-and-regional/after-years-of-suffering-the-brunt-of-storms-north-carolina-gets-serious/article_39bf9c43-5a2b-5ae9-9992-b8dff0ac16d6.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"144","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","charlotteobserver","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.charlotteobserver.com/news/politics-government/article255866176.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"145","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","islandpacket","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.islandpacket.com/news/state/north-carolina/article255866176.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"146","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","thestate","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.thestate.com/news/state/north-carolina/article255866176.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"147","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","heraldonline","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.heraldonline.com/news/state/north-carolina/article255866176.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"148","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","theheraldsun","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.heraldsun.com/news/politics-government/article255866176.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"149","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","myrtlebeachonline","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.myrtlebeachonline.com/news/state/north-carolina/article255866176.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"150","
        
            NC spent years fixing flood damage. Here’s how the new state budget aims to prevent it
        
    ","Adam Wagner","2021-11-17","raleighno","North Carolina’s budget includes funding that environmental groups say will help the state brace for future flooding. Here, Chavez Gallegos is shown helping his family move out of a flooded home in Kinston, NC in 2018 after Hurricane Florence.      Travis Long    tlong@newsobserver.com@newsobser        The state budget that Gov.","<a href='https://www.newsobserver.com/news/politics-government/article255866176.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"151","
        
            Federal agency withdraws plan that would all but end protection for red wolves in NC
        
    ","Adam Wagner","2021-11-13","raleighno","North Carolina’s Albemarle Peninsula is the home of the only remaining wild red wolf population, some of whom are shown here. Wednesday, the U.S. Fish and Wildlife Service announced that it would not implement a proposed rule that would have shifted protections from a five-county region to federal lands in Dare and Tyrrell counties.","<a href='https://www.newsobserver.com/news/state/north-carolina/article255763456.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"152","
        
            NC sues makers of firefighting foam over PFAS contamination | Raleigh News & Observer
        
    ","Adam Wagner","2021-11-04","raleighno","CHARLOTTE The North Carolina Department of Justice filed suit Thursday against more than a dozen manufacturers of firefighting foam that contains toxic “forever chemicals,” accusing the companies of failing to tell those using the foam how to properly handle it, leading to groundwater contamination at four sites across the state.","<a href='https://www.newsobserver.com/news/politics-government/article255476066.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    , Jonathan Limehouse
        
            
    Verified


        
    
"
"153","
        
            NC regulators tell Chemours it may have to provide water filters to thousands of homes
        
    ","Adam Wagner","2021-11-04","charlotteobserver","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.charlotteobserver.com/news/politics-government/article255513036.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"154","
        
            NC regulators tell Chemours it may have to provide water filters to thousands of homes
        
    ","Adam Wagner","2021-11-04","thestate","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.thestate.com/news/state/north-carolina/article255513036.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"155","
        
            DEQ to Chemours: Test Wilmington wells for GenX, other PFAS | Hilton Head Island Packet
        
    ","Adam Wagner","2021-11-04","islandpacket","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.islandpacket.com/news/state/north-carolina/article255513036.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"156","
        
            NC regulators tell Chemours it may have to provide water filters to thousands of homes
        
    ","Adam Wagner","2021-11-04","myrtlebeachonline","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.myrtlebeachonline.com/news/state/north-carolina/article255513036.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"157","
        
            NC regulators tell Chemours it may have to provide water filters to thousands of homes
        
    ","Adam Wagner","2021-11-04","theheraldsun","This 2017 photo shows the Fayetteville Works plant near Fayetteville. Delaware-based Chemours Co. has been sued over an unregulated chemical with unknown health risks that flowed from the company’s plant near Fayetteville into the Cape Fear River.","<a href='https://www.heraldsun.com/news/politics-government/article255513036.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
