"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"77","Jimmy Carter hospice announcement reflections at presidential library","<a href='https://www.savannahnow.com/story/news/state/2023/02/22/jimmy-carter-hospice-announcement-reflections-at-presidential-library-museum-atlanta/69928606007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","At the Jimmy Carter Presidential Library and Museum in Atlanta, visitors arrived to reflect on Carter's legacy in light of his hospice announcement.","Marisa Mecke",""
"78","Georgia lawmakers push to make Okefenokee a UNESCO World ...","<a href='https://www.savannahnow.com/story/news/environment/2023/02/02/georgia-lawmakers-push-to-make-okefenokee-swamp-a-unesco-world-heritage-site-protection/69864025007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A bipartisan group of Georgia politicians push the federal government to nominate the Okefenokee for UNESCO Word Heritage Site status.","Marisa Mecke",""
"79","Coastal Georgia shores up beach conservation for shorebirds ...","<a href='https://www.savannahnow.com/story/news/environment/2023/01/14/georgia-beach-conservation-for-shorebirds-impacted-by-climate-change/69805400007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","More than ever, Georgia's coasts provide sanctuary for shorebirds making their long migration journeys each year amidst the impacts of climate change.","Marisa Mecke",""
"80","Here are the basic facts on soil amendments","<a href='https://www.savannahnow.com/in-depth/news/environment/2023/04/18/here-are-the-basic-facts-on-soil-amendments/69959150007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","As soil amendments start showing up more and more on farms throughout east Georgia, many are wondering what&#39;s in it and why it smells so bad","Marisa Mecke",""
"81","Public comments for Okefenokee Swamp mining plans are open","<a href='https://www.savannahnow.com/story/news/environment/2023/01/19/public-comments-for-okefenokee-swamp-mining-plans-are-open-georgia-epd-twin-pines/69821544007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The controversial mining plan at the Okefenokee is up for public comment for the next 60 days, moving the mine one step closer to a final decision.","Marisa Mecke",""
"82","Plant Vogtle Georgia Power Unit 4 conducts hot functional testing","<a href='https://www.savannahnow.com/story/news/environment/2023/03/20/plant-vogtle-georgia-power-unit-4-conducts-hot-functional-testing/70030972007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Georgia Power announced it has started hot functional testing at Plant Vogtle's Reactor 4, the next step toward putting fuel into the reactor.","Marisa Mecke",""
"83","Okefenokee listed American Rivers top 10 most endangered due to ...","<a href='https://www.savannahnow.com/story/news/environment/2023/04/18/okefenokee-listed-american-rivers-top-10-most-endangered-due-to-mine/70116344007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","American Rivers, a nonprofit river advocacy group, named the Okefenokee Swamp in its annual Top 10 most endangered rivers list.","Marisa Mecke",""
"84","Tybee city council starts eminent domain next to water treatment plant","<a href='https://www.savannahnow.com/story/news/2023/04/18/tybee-city-council-starts-eminent-domain-next-to-water-treatment-plant/70114403007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Tybee's city council has started the eminent domain process to acquire the island's last undeveloped land adjacent to its water treatment facility.","Marisa Mecke",""
"85","Effingham County development near tri-county water intake risks","<a href='https://www.savannahnow.com/story/news/environment/2023/04/14/effingham-county-development-near-tri-county-water-intake-risks/70107151007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A new owner is mounting a second effort to build warehouses in Effingham County next to the tri-county drinking water intake, despite risks.","Marisa Mecke",""
"86","Sinkhole closes recreation area on Strom Thurmond Clarks Hill Lake","<a href='https://www.savannahnow.com/story/news/local/2023/04/04/sinkhole-closes-recreation-area-on-strom-thurmond-clarks-hill-lake/70079792007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A hole in the ground is more than meets the eye. A sinkhole has closed a recreation area at Lake Strom Thurmond, also known as Clarks Hill Lake.","Marisa Mecke",""
"87","Georgia EPD using wrong USGS stream gage data at Okefenokee ...","<a href='https://www.savannahnow.com/story/news/environment/2023/03/04/georgia-epd-using-wrong-usgs-stream-gage-data-at-okefenokee-swamp/69966474007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A regional coalition of hydrologists signed a letter noting the EPD is using the wrong data to predict mining impacts at the Okefenokee Swamp.","Marisa Mecke",""
"88","Savannah nest camera volunteers share love of birds and community","<a href='https://www.savannahnow.com/story/news/environment/2023/02/11/savannah-nest-camera-volunteers-share-love-of-birds-and-community-cornell-university/69891597007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","High in the Savannah sky, volunteers watch over bird nests and build community through a remote network of Cornell University wildlife cameras.","Marisa Mecke",""
"89","Climate Action Campaign and city of Savannah federal funding noted","<a href='https://www.savannahnow.com/story/news/environment/2023/02/17/climate-action-campaign-and-city-of-savannah-federal-funding-noted-evs-solar-panels-hyundai/69915491007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Climate Action Campaign hosted a celebration for Savannah leaders lauding federal funding for local clean energy expansion on the coast.","Marisa Mecke",""
"90","Georgia Senate bill proposes a ban on plastic bags at points of sale","<a href='https://www.savannahnow.com/story/news/environment/2023/02/18/a-ban-on-plastic-bags-proposed-in-georgia-senate-bill/69916227007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Georgia senate is considering a plastic bag ban. They haven't been popular in the past, but the bill hopes to clean up pollution starting in 2026.","Marisa Mecke",""
"91","2023 environmental bill legislative update after crossover day","<a href='https://www.savannahnow.com/story/news/environment/2023/03/09/2023-environmental-bill-legislative-update-after-crossover-day-okefenokee-soil-amendment/69980477007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","See what environmental bills have swam or sunk so far at the Georgia capitol this legislative session.","Marisa Mecke",""
"92","Geechee descendants on Sapelo argue for place on state authority ...","<a href='https://www.savannahnow.com/story/news/local/2023/03/24/geechee-descendants-on-sapelo-argue-for-place-on-state-authority-board/70041910007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A state lawmaker proposed a bill looking to ease logistical challenges for the Sapelo Island Heritage Authority didn't consider descendant's voices.","Marisa Mecke",""
"93","2023 Savannah St. Patrick's Day Parade: Live updates","<a href='https://www.savannahnow.com/story/entertainment/holiday/st-patricks-day/2023/03/17/2023-savannah-st-patricks-day-parade-live-updates/70019501007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Updates from the Savannah St. Patrick's Day Parade 2023 and stories on the route as the city celebrates the 199th anniversary.","Marisa Mecke",""
"94","New rules help govern the content and oversight of soil amendments","<a href='https://www.savannahnow.com/in-depth/news/environment/2023/04/18/new-rules-help-govern-the-content-and-oversight-of-soil-amendments-in-georgia/69937690007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","While new regulations might increase oversight into the content and distribution of soil amendment, some worry about issues of enforcement.","Marisa Mecke",""
"95","Sewage main collapse spills more than 58000 gallons on Savannah ...","<a href='https://www.savannahnow.com/story/news/environment/2023/01/06/sewage-main-collapse-spills-over-58000-gallons-on-east-derenne-avenue-savannah-georgia/69784190007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A sewage main collapsed underneath Derenne Avenue, spilling over 50,000 gallons of raw sewage that made its way onto land into the Casey Canal.","Marisa Mecke",""
"96","Oversight of soil amendments needed at county level in Georgia","<a href='https://www.savannahnow.com/in-depth/news/environment/2023/04/18/oversight-of-soil-amendments-needed-at-county-level-in-georgia-say-officials-advocates/69908455007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","County-level officials and advocates in Georgia say the state needs to allow more oversight and enforcement of soil amendments at the local level.","Marisa Mecke",""
"97","Peeing and public urination during Savannah St. Patrick's Day Parade","<a href='https://www.savannahnow.com/story/news/local/2023/03/10/peeing-and-public-urination-during-savannah-st-patricks-day-parade/69963866007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","St. Patrick's Day is a day unlike any other in Savannah, but you still can't pee in public. Here's what to know about St. Patty's potty options.","Marisa Mecke",""
"98","Retired EPD agent says more regulation needed for soil amendments","<a href='https://www.savannahnow.com/in-depth/news/environment/2023/04/18/retired-georgia-epd-agent-says-more-regulation-needed-for-soil-amendments-industry/69908846007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The business model for producing and distributing soil amendments takes advantage of loose industry regulation, says one-time EPD agent.","Marisa Mecke",""
"99","Soil amendment wasn't free for Georgia farmer, smell and damage ...","<a href='https://www.savannahnow.com/in-depth/news/environment/2023/04/18/soil-amendment-wasnt-free-for-georgia-farmer-smell-and-damage-costs-cheap-fertilizer-alternative/69906710007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Seeking a cheap alternative to fertilizer, Georgia farmer Paul Urbanek came to regret his encounter with someone spreading &#34;free&#34; soil amendment.","Marisa Mecke",""
"100","Soil amendment brought flies, buzzards, smell to Georgia horse trainer","<a href='https://www.savannahnow.com/in-depth/news/environment/2023/04/18/soil-amendment-brought-flies-buzzards-smell-to-georgia-horse-trainer/69907887007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The stench and content of soil amendments spread next door greatly impacted this Georgia horse trainer&#39;s professional and personal lives.","Marisa Mecke",""
